year,carcass_present,bird_or_mammal,species_code,species_sci_name,species_common_name,species_itis,species,age_class,sex,condition,cause_of_death,alive,n
1998,1,bird,BIRD,NA,Unknown,174371,BIRD: Unknown (NA; ITIS: 174371),1,F,2,4,0,1
1998,1,bird,BIRD,NA,Unknown,174371,BIRD: Unknown (NA; ITIS: 174371),NA,U,2,4,0,1
1998,1,bird,BLKI,Rissa tridactyla,Black-legged Kittiwake,176875,BLKI: Black-legged Kittiwake (Rissa tridactyla; ITIS: 176875),NA,U,2,NA,0,3
1998,1,bird,BLKI,Rissa tridactyla,Black-legged Kittiwake,176875,BLKI: Black-legged Kittiwake (Rissa tridactyla; ITIS: 176875),NA,U,3,4,0,2
1998,1,bird,BLKI,Rissa tridactyla,Black-legged Kittiwake,176875,BLKI: Black-legged Kittiwake (Rissa tridactyla; ITIS: 176875),NA,U,3,NA,0,2
1998,1,bird,BLKI,Rissa tridactyla,Black-legged Kittiwake,176875,BLKI: Black-legged Kittiwake (Rissa tridactyla; ITIS: 176875),NA,U,4,4,0,1
1998,1,bird,BLKI,Rissa tridactyla,Black-legged Kittiwake,176875,BLKI: Black-legged Kittiwake (Rissa tridactyla; ITIS: 176875),NA,U,4,NA,0,1
1998,1,bird,BLOY,Haematopus bachmani,Black Oystercatcher,176475,BLOY: Black Oystercatcher (Haematopus bachmani; ITIS: 176475),NA,U,3,NA,0,1
1998,1,bird,BLSC,Melanitta nigra,Black Scoter,175171,BLSC: Black Scoter (Melanitta nigra; ITIS: 175171),1,M,3,4,0,1
1998,1,bird,BLTU,Arenaria melanocephala,Black Turnstone,176574,BLTU: Black Turnstone (Arenaria melanocephala; ITIS: 176574),NA,U,4,NA,0,1
1998,1,bird,BOGU,Chroicocephalus philadelphia,Bonaparte's Gull,824040,BOGU: Bonaparte's Gull (Chroicocephalus philadelphia; ITIS: 824040),NA,U,4,NA,0,2
1998,1,bird,BOGU,Larus philadelphia,Bonaparte's Gull,176839,BOGU: Bonaparte's Gull (Larus philadelphia; ITIS: 176839),NA,U,2,4,0,1
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),1,U,4,4,0,8
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,0,NA,0,3
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,1,0,0,1
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,2,0,0,1
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,2,4,0,25
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,2,NA,0,15
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,3,4,0,30
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,3,NA,0,12
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,4,4,0,50
1998,1,bird,BRAC,Phalacrocorax penicillatus,Brandt's Cormorant,174724,BRAC: Brandt's Cormorant (Phalacrocorax penicillatus; ITIS: 174724),NA,U,4,NA,0,5
1998,1,bird,BRAN,Branta bernicla,Brant,175011,BRAN: Brant (Branta bernicla; ITIS: 175011),NA,U,2,NA,0,1
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),0,U,2,4,0,1
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),0,U,4,4,0,4
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),1,U,2,4,0,1
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),1,U,4,4,0,16
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),NA,U,2,4,0,3
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),NA,U,2,NA,0,1
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),NA,U,3,4,0,19
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),NA,U,3,NA,0,2
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),NA,U,4,4,0,45
1998,1,bird,BRPE,Pelecanus occidentalis,Brown Pelican,174685,BRPE: Brown Pelican (Pelecanus occidentalis; ITIS: 174685),NA,U,4,NA,0,3
1998,1,bird,BUFF,Bucephala albeola,Bufflehead,175145,BUFF: Bufflehead (Bucephala albeola; ITIS: 175145),NA,F,0,NA,0,1
1998,1,bird,BUFF,Bucephala albeola,Bufflehead,175145,BUFF: Bufflehead (Bucephala albeola; ITIS: 175145),NA,F,3,NA,0,1
1998,1,bird,BUSH,Puffinus bulleri,Buller's Shearwater,174552,BUSH: Buller's Shearwater (Puffinus bulleri; ITIS: 174552),NA,U,2,4,0,1
1998,1,bird,BUSH,Puffinus bulleri,Buller's Shearwater,174552,BUSH: Buller's Shearwater (Puffinus bulleri; ITIS: 174552),NA,U,4,4,0,2
1998,1,bird,BVSH,Puffinus opisthomelas,Black-vented Shearwater,554396,BVSH: Black-vented Shearwater (Puffinus opisthomelas; ITIS: 554396),NA,U,2,4,0,2
1998,1,bird,BVSH,Puffinus opisthomelas,Black-vented Shearwater,554396,BVSH: Black-vented Shearwater (Puffinus opisthomelas; ITIS: 554396),NA,U,4,4,0,4
1998,1,bird,CAAU,Ptychoramphus aleuticus,Cassin's Auklet,177013,CAAU: Cassin's Auklet (Ptychoramphus aleuticus; ITIS: 177013),NA,U,0,NA,0,1
1998,1,bird,CAAU,Ptychoramphus aleuticus,Cassin's Auklet,177013,CAAU: Cassin's Auklet (Ptychoramphus aleuticus; ITIS: 177013),NA,U,2,4,0,15
1998,1,bird,CAAU,Ptychoramphus aleuticus,Cassin's Auklet,177013,CAAU: Cassin's Auklet (Ptychoramphus aleuticus; ITIS: 177013),NA,U,3,4,0,45
1998,1,bird,CAAU,Ptychoramphus aleuticus,Cassin's Auklet,177013,CAAU: Cassin's Auklet (Ptychoramphus aleuticus; ITIS: 177013),NA,U,4,4,0,91
1998,1,bird,CAAU,Ptychoramphus aleuticus,Cassin's Auklet,177013,CAAU: Cassin's Auklet (Ptychoramphus aleuticus; ITIS: 177013),NA,U,4,NA,0,6
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),1,U,3,4,0,2
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,F,2,4,0,2
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,F,4,4,0,1
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,M,2,4,0,1
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,U,2,4,0,1
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,U,3,4,0,4
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,U,3,NA,0,2
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,U,4,4,0,5
1998,1,bird,CAGU,Larus californicus,California Gull,176829,CAGU: California Gull (Larus californicus; ITIS: 176829),NA,U,4,NA,0,2
1998,1,bird,CANG,Branta canadensis,Canada Goose,174999,CANG: Canada Goose (Branta canadensis; ITIS: 174999),NA,U,4,NA,0,1
1998,1,bird,CHGU,Larus smithsonianus,California/Herring Gull,824077,CHGU: California/Herring Gull (Larus smithsonianus; ITIS: 824077),1,U,1,0,0,1
1998,1,bird,CLGR,Aechmophorus clarkii,Clark's Grebe,554027,CLGR: Clark's Grebe (Aechmophorus clarkii; ITIS: 554027),NA,M,2,4,0,1
1998,1,bird,CLGR,Aechmophorus clarkii,Clark's Grebe,554027,CLGR: Clark's Grebe (Aechmophorus clarkii; ITIS: 554027),NA,U,2,NA,0,2
1998,1,bird,CLGR,Aechmophorus clarkii,Clark's Grebe,554027,CLGR: Clark's Grebe (Aechmophorus clarkii; ITIS: 554027),NA,U,3,4,0,4
1998,1,bird,CLGR,Aechmophorus clarkii,Clark's Grebe,554027,CLGR: Clark's Grebe (Aechmophorus clarkii; ITIS: 554027),NA,U,3,NA,0,1
1998,1,bird,CLGR,Aechmophorus clarkii,Clark's Grebe,554027,CLGR: Clark's Grebe (Aechmophorus clarkii; ITIS: 554027),NA,U,4,4,0,1
1998,1,bird,COLO,Gavia immer,Common Loon,174469,COLO: Common Loon (Gavia immer; ITIS: 174469),NA,U,0,NA,0,1
1998,1,bird,COLO,Gavia immer,Common Loon,174469,COLO: Common Loon (Gavia immer; ITIS: 174469),NA,U,2,NA,0,3
1998,1,bird,COLO,Gavia immer,Common Loon,174469,COLO: Common Loon (Gavia immer; ITIS: 174469),NA,U,3,NA,0,4
1998,1,bird,COLO,Gavia immer,Common Loon,174469,COLO: Common Loon (Gavia immer; ITIS: 174469),NA,U,4,NA,0,4
1998,1,bird,COLO,Gavia immer,Comon Loon,174469,COLO: Comon Loon (Gavia immer; ITIS: 174469),1,U,2,4,0,4
1998,1,bird,COLO,Gavia immer,Comon Loon,174469,COLO: Comon Loon (Gavia immer; ITIS: 174469),1,U,3,4,0,2
1998,1,bird,COLO,Gavia immer,Comon Loon,174469,COLO: Comon Loon (Gavia immer; ITIS: 174469),1,U,4,4,0,8
1998,1,bird,COLO,Gavia immer,Comon Loon,174469,COLO: Comon Loon (Gavia immer; ITIS: 174469),NA,M,2,4,0,1
1998,1,bird,COLO,Gavia immer,Comon Loon,174469,COLO: Comon Loon (Gavia immer; ITIS: 174469),NA,U,2,4,0,16
1998,1,bird,COLO,Gavia immer,Comon Loon,174469,COLO: Comon Loon (Gavia immer; ITIS: 174469),NA,U,3,4,0,25
1998,1,bird,COLO,Gavia immer,Comon Loon,174469,COLO: Comon Loon (Gavia immer; ITIS: 174469),NA,U,4,4,0,98
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),0,U,2,4,0,3
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),0,U,4,4,0,1
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),1,U,2,4,0,2
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),1,U,4,4,0,6
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,M,4,4,0,1
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,1,0,0,4
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,2,0,0,1
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,2,4,0,363
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,3,0,0,3
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,3,2,0,1
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,3,3,0,1
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,3,4,0,213
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,4,0,0,4
1998,1,bird,COMU,Uria aalgae,Common Murre,176974,COMU: Common Murre (Uria aalgae; ITIS: 176974),NA,U,4,4,0,946
1998,1,bird,COMU,Uria aalge,Common Murre,176974,COMU: Common Murre (Uria aalge; ITIS: 176974),NA,U,0,NA,0,2
1998,1,bird,COMU,Uria aalge,Common Murre,176974,COMU: Common Murre (Uria aalge; ITIS: 176974),NA,U,2,NA,0,58
1998,1,bird,COMU,Uria aalge,Common Murre,176974,COMU: Common Murre (Uria aalge; ITIS: 176974),NA,U,3,NA,0,56
1998,1,bird,COMU,Uria aalge,Common Murre,176974,COMU: Common Murre (Uria aalge; ITIS: 176974),NA,U,4,NA,0,48
1998,1,bird,CORM,Phalacrocorax (sp),Cormorant (unidentified),174713,CORM: Cormorant (unidentified) (Phalacrocorax (sp); ITIS: 174713),NA,U,2,NA,0,1
1998,1,bird,CORM,Phalacrocorax (sp),Cormorant (unidentified),174713,CORM: Cormorant (unidentified) (Phalacrocorax (sp); ITIS: 174713),NA,U,3,NA,0,1
1998,1,bird,CORM,Phalacrocorax (sp),Cormorant (unidentified),174713,CORM: Cormorant (unidentified) (Phalacrocorax (sp); ITIS: 174713),NA,U,4,NA,0,2
1998,1,bird,CORM,NA,Unidentified Cormorant,174714,CORM: Unidentified Cormorant (NA; ITIS: 174714),NA,U,1,0,0,1
1998,1,bird,CORM,NA,Unidentified Cormorant,174714,CORM: Unidentified Cormorant (NA; ITIS: 174714),NA,U,2,4,0,1
1998,1,bird,CORM,NA,Unidentified Cormorant,174714,CORM: Unidentified Cormorant (NA; ITIS: 174714),NA,U,3,2,0,1
1998,1,bird,CORM,NA,Unidentified Cormorant,174714,CORM: Unidentified Cormorant (NA; ITIS: 174714),NA,U,3,4,0,2
1998,1,bird,CORM,NA,Unidentified Cormorant,174714,CORM: Unidentified Cormorant (NA; ITIS: 174714),NA,U,4,4,0,25
1998,1,bird,CRMU,Synthliboramphus craveri,Craveri's Murrelet,177010,CRMU: Craveri's Murrelet (Synthliboramphus craveri; ITIS: 177010),NA,U,3,4,0,1
1998,1,bird,CWGR,NA,Clark's/Western Grebe,174477,CWGR: Clark's/Western Grebe (NA; ITIS: 174477),NA,F,3,4,0,4
1998,1,bird,CWGR,NA,Clark's/Western Grebe,174477,CWGR: Clark's/Western Grebe (NA; ITIS: 174477),NA,F,4,4,0,4
1998,1,bird,CWGR,NA,Clark's/Western Grebe,174477,CWGR: Clark's/Western Grebe (NA; ITIS: 174477),NA,M,4,4,0,13
1998,1,bird,CWGR,NA,Clark's/Western Grebe,174477,CWGR: Clark's/Western Grebe (NA; ITIS: 174477),NA,U,2,4,0,1
1998,1,bird,CWGR,NA,Clark's/Western Grebe,174477,CWGR: Clark's/Western Grebe (NA; ITIS: 174477),NA,U,3,4,0,7
1998,1,bird,CWGR,NA,Clark's/Western Grebe,174477,CWGR: Clark's/Western Grebe (NA; ITIS: 174477),NA,U,4,4,0,56
1998,1,bird,DCCO,Phalacrocorax auritus,Double-crested Cormorant,17417,DCCO: Double-crested Cormorant (Phalacrocorax auritus; ITIS: 17417),NA,U,2,2,0,1
1998,1,bird,DCCO,Phalacrocorax auritus,Double-crested Cormorant,17417,DCCO: Double-crested Cormorant (Phalacrocorax auritus; ITIS: 17417),NA,U,2,4,0,1
1998,1,bird,DCCO,Phalacrocorax auritus,Double-crested Cormorant,17417,DCCO: Double-crested Cormorant (Phalacrocorax auritus; ITIS: 17417),NA,U,3,4,0,1
1998,1,bird,DCCO,Phalacrocorax auritus,Double-crested Cormorant,17417,DCCO: Double-crested Cormorant (Phalacrocorax auritus; ITIS: 17417),NA,U,4,4,0,1
1998,1,bird,DCCO,Phalacrocorax auritus,Double-crested Cormorant,174717,DCCO: Double-crested Cormorant (Phalacrocorax auritus; ITIS: 174717),NA,U,3,NA,0,1
1998,1,bird,DCCO,Phalacrocorax auritus,Double-crested Cormorant,174717,DCCO: Double-crested Cormorant (Phalacrocorax auritus; ITIS: 174717),NA,U,4,NA,0,3
1998,1,bird,DOVE,NA,Unidentified dove/pigeon,174371,DOVE: Unidentified dove/pigeon (NA; ITIS: 174371),NA,U,2,4,0,1
1998,1,bird,DUCK,NA,Unidentified duck/goose,174371,DUCK: Unidentified duck/goose (NA; ITIS: 174371),NA,M,2,4,0,1
1998,1,bird,DUCK,NA,Unidentified duck/goose,174371,DUCK: Unidentified duck/goose (NA; ITIS: 174371),NA,U,4,4,0,1
1998,1,bird,EAGR,Podiceps nigricollis,Eared Grebe,174485,EAGR: Eared Grebe (Podiceps nigricollis; ITIS: 174485),NA,U,2,4,0,2
1998,1,bird,EAGR,Podiceps nigricollis,Eared Grebe,174485,EAGR: Eared Grebe (Podiceps nigricollis; ITIS: 174485),NA,U,3,4,0,1
1998,1,bird,EAGR,Podiceps nigricollis,Eared Grebe,174485,EAGR: Eared Grebe (Podiceps nigricollis; ITIS: 174485),NA,U,4,4,0,2
1998,1,bird,EAGR,Podiceps nigricollis,Eared Grebe,174485,EAGR: Eared Grebe (Podiceps nigricollis; ITIS: 174485),NA,U,4,NA,0,2
1998,1,bird,ELTE,Thalasseus elegans,Elegant Tern,176931,ELTE: Elegant Tern (Thalasseus elegans; ITIS: 176931),NA,U,4,NA,0,1
1998,1,bird,FTSP,Oceanodroma furcata,Fork-tailed Storm-petrel,174625,FTSP: Fork-tailed Storm-petrel (Oceanodroma furcata; ITIS: 174625),NA,U,4,4,0,2
1998,1,bird,GREB,Podicipedidae (gen sp),Grebe (unidentified),174477,GREB: Grebe (unidentified) (Podicipedidae (gen sp); ITIS: 174477),NA,U,3,NA,0,1
1998,1,bird,GREB,NA,Unidentified Grebe,174477,GREB: Unidentified Grebe (NA; ITIS: 174477),NA,U,2,4,0,1
1998,1,bird,GREB,NA,Unidentified Grebe,174477,GREB: Unidentified Grebe (NA; ITIS: 174477),NA,U,3,4,0,7
1998,1,bird,GREB,NA,Unidentified Grebe,174477,GREB: Unidentified Grebe (NA; ITIS: 174477),NA,U,4,4,0,8
1998,1,bird,GRSC,Aythya marila,Greater Scaup,175130,GRSC: Greater Scaup (Aythya marila; ITIS: 175130),NA,U,3,NA,0,2
1998,1,bird,GULL,Larus (sp),Gull (unidentified),176803,GULL: Gull (unidentified) (Larus (sp); ITIS: 176803),NA,U,0,NA,0,1
1998,1,bird,GULL,Larus (sp),Gull (unidentified),176803,GULL: Gull (unidentified) (Larus (sp); ITIS: 176803),NA,U,2,NA,0,2
1998,1,bird,GULL,Larus (sp),Gull (unidentified),176803,GULL: Gull (unidentified) (Larus (sp); ITIS: 176803),NA,U,3,NA,0,1
1998,1,bird,GULL,Larus (sp),Gull (unidentified),176803,GULL: Gull (unidentified) (Larus (sp); ITIS: 176803),NA,U,4,NA,0,2
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),1,U,2,4,0,1
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),1,U,3,4,0,3
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),1,U,4,4,0,2
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),NA,U,0,4,0,1
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),NA,U,1,0,0,2
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),NA,U,2,4,0,8
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),NA,U,3,4,0,9
1998,1,bird,GULL,NA,Unidentified Gull,716802,GULL: Unidentified Gull (NA; ITIS: 716802),NA,U,4,4,0,54
1998,1,bird,GWGU,Larus glaucescens,Glaucous-winged Gull,176814,GWGU: Glaucous-winged Gull (Larus glaucescens; ITIS: 176814),NA,U,3,NA,0,3
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),1,U,3,4,0,1
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),1,U,4,4,0,1
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,F,4,4,0,1
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,M,2,4,0,2
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,U,2,0,0,1
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,U,2,4,0,3
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,U,2,NA,0,1
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,U,3,4,0,9
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,U,3,NA,0,3
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,U,4,4,0,6
1998,1,bird,HEEG,Larus heermanni,Heermann's Gull,176841,HEEG: Heermann's Gull (Larus heermanni; ITIS: 176841),NA,U,4,NA,0,4
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),0,M,2,4,0,1
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),0,U,2,4,0,1
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),NA,F,3,NA,0,1
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),NA,U,2,4,0,1
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),NA,U,2,NA,0,1
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),NA,U,3,4,0,1
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),NA,U,3,NA,0,1
1998,1,bird,HERG,Larus argentatus,Herring Gull,176824,HERG: Herring Gull (Larus argentatus; ITIS: 176824),NA,U,4,4,0,1
1998,1,bird,HOGR,Podiceps auritus,Horned Grebe,174482,HOGR: Horned Grebe (Podiceps auritus; ITIS: 174482),NA,U,2,4,0,1
1998,1,bird,LAAL,Phoebastria immutabilis,Laysan Albatross,554378,LAAL: Laysan Albatross (Phoebastria immutabilis; ITIS: 554378),1,M,2,4,0,1
1998,1,bird,LHSP,Oceanodroma leucorhoa,Leach's Storm-Petrel,174628,LHSP: Leach's Storm-Petrel (Oceanodroma leucorhoa; ITIS: 174628),NA,U,2,NA,0,1
1998,1,bird,LOON,Gavia (sp),Loon (unidentified),174468,LOON: Loon (unidentified) (Gavia (sp); ITIS: 174468),NA,U,2,NA,0,1
1998,1,bird,LOON,Gavia (sp),Loon (unidentified),174468,LOON: Loon (unidentified) (Gavia (sp); ITIS: 174468),NA,U,3,NA,0,1
1998,1,bird,LOON,NA,Unidentified Loon,174467,LOON: Unidentified Loon (NA; ITIS: 174467),1,U,4,4,0,4
1998,1,bird,LOON,NA,Unidentified Loon,174467,LOON: Unidentified Loon (NA; ITIS: 174467),NA,U,2,4,0,2
1998,1,bird,LOON,NA,Unidentified Loon,174467,LOON: Unidentified Loon (NA; ITIS: 174467),NA,U,3,4,0,5
1998,1,bird,LOON,NA,Unidentified Loon,174467,LOON: Unidentified Loon (NA; ITIS: 174467),NA,U,4,4,0,58
1998,1,bird,MAGO,Limosa fedoa,Marbled Godwit,176686,MAGO: Marbled Godwit (Limosa fedoa; ITIS: 176686),NA,U,2,NA,0,1
1998,1,bird,MAGO,Limosa fedoa,Marbled Godwit,176686,MAGO: Marbled Godwit (Limosa fedoa; ITIS: 176686),NA,U,3,NA,0,1
1998,1,bird,MAGO,Limosa fedoa,Marbled Godwit,176686,MAGO: Marbled Godwit (Limosa fedoa; ITIS: 176686),NA,U,4,NA,0,1
1998,1,bird,MALL,Anas platyrhynchos,Mallard,175063,MALL: Mallard (Anas platyrhynchos; ITIS: 175063),NA,U,2,NA,0,1
1998,1,bird,MEGU,Larus canus,Mew Gull,176832,MEGU: Mew Gull (Larus canus; ITIS: 176832),NA,U,3,4,0,1
1998,1,bird,NOFU,Fulmarus glacialis,Northern Fulmar,174536,NOFU: Northern Fulmar (Fulmarus glacialis; ITIS: 174536),NA,U,2,4,0,28
1998,1,bird,NOFU,Fulmarus glacialis,Northern Fulmar,174536,NOFU: Northern Fulmar (Fulmarus glacialis; ITIS: 174536),NA,U,2,NA,0,5
1998,1,bird,NOFU,Fulmarus glacialis,Northern Fulmar,174536,NOFU: Northern Fulmar (Fulmarus glacialis; ITIS: 174536),NA,U,3,4,0,65
1998,1,bird,NOFU,Fulmarus glacialis,Northern Fulmar,174536,NOFU: Northern Fulmar (Fulmarus glacialis; ITIS: 174536),NA,U,3,NA,0,18
1998,1,bird,NOFU,Fulmarus glacialis,Northern Fulmar,174536,NOFU: Northern Fulmar (Fulmarus glacialis; ITIS: 174536),NA,U,4,2,0,2
1998,1,bird,NOFU,Fulmarus glacialis,Northern Fulmar,174536,NOFU: Northern Fulmar (Fulmarus glacialis; ITIS: 174536),NA,U,4,4,0,201
1998,1,bird,NOFU,Fulmarus glacialis,Northern Fulmar,174536,NOFU: Northern Fulmar (Fulmarus glacialis; ITIS: 174536),NA,U,4,NA,0,7
1998,1,bird,NPSS,NA,Unidentified non-marine,174371,NPSS: Unidentified non-marine (NA; ITIS: 174371),NA,U,4,4,0,1
1998,1,bird,PALO,Gavia pacifica,Pacific Loon,174475,PALO: Pacific Loon (Gavia pacifica; ITIS: 174475),1,U,2,4,0,1
1998,1,bird,PALO,Gavia pacifica,Pacific Loon,174475,PALO: Pacific Loon (Gavia pacifica; ITIS: 174475),1,U,3,4,0,2
1998,1,bird,PALO,Gavia pacifica,Pacific Loon,174475,PALO: Pacific Loon (Gavia pacifica; ITIS: 174475),1,U,4,4,0,4
